layer,subclass,outcome,n_samples,n_scz,n_ctrl,ctrl_mean,scz_mean,log2fc,coef,se,tstat,pval,converged,fdr
L6,Vip,proportion,24,12,12,0.0039714224548635085,0.004944836641651833,0.3162670268655825,0.17075950171729626,0.18433906702574426,0.9263337634959847,0.3658903119922883,True,0.7146045171211984
L1,Astrocyte,density_per_mm2,24,12,12,54.683959306304246,79.07299822977207,0.5320674259025792,0.20322673622719678,0.21296731629571747,0.9542625589787903,0.35193487092112985,True,0.7106377201292045
L1,Chandelier,density_per_mm2,13,7,6,0.088113659140999,0.16747188100396676,0.9264812991061236,0.06047084634890639,0.07717274682652181,0.7835777374212174,0.45585788141379713,True,0.7420942255573442
L1,Endothelial,density_per_mm2,24,12,12,17.29384366984351,22.13445368010162,0.3560352124258858,0.1961156848819829,0.18069943096443505,1.0853143467871906,0.29136165305612255,True,0.6801382758263262
L1,L2/3 IT,density_per_mm2,24,12,12,2.6796943992482105,5.049201405799792,0.9139867450885105,0.49644426046779033,0.2751171768143422,1.8044829705518775,0.08703189455925205,True,0.4123160468563763
L1,Lamp5,density_per_mm2,24,12,12,7.247863842910665,8.566935111526522,0.24122330770940092,0.14430400845598998,0.14559098891988248,0.9911603013796361,0.3340629782981468,True,0.6966218803221391
L1,Microglia-PVM,density_per_mm2,24,12,12,14.382687467020071,20.00590563494063,0.47609266388927657,0.2451672663524909,0.1952243652062018,1.2558230940771042,0.2244042797571918,True,0.6265645958263352
L1,OPC,density_per_mm2,24,12,12,7.249891535659949,8.823217397323686,0.28334542090101356,0.1703340071393119,0.18052975131845073,0.9435231915810168,0.3572574906036074,True,0.7117528873067372
L1,Oligodendrocyte,density_per_mm2,24,12,12,11.022489045230953,12.7244561710736,0.20715395533431205,0.00398772630449773,0.18086900840555178,0.02204759311532404,0.9826398912953099,True,0.9886484140164781
L1,Pax6,density_per_mm2,24,12,12,3.17067105473375,4.076546236922979,0.3625591674280829,0.21403266744048538,0.1713332458509777,1.2492185411968837,0.2267567108704832,True,0.6265645958263352
L1,Sncg,density_per_mm2,24,12,12,5.948224473554961,9.247016062480938,0.6365288019583134,0.33671790636883875,0.19544771935148075,1.7228029443684971,0.10116168345805764,True,0.43355007196310413
L1,Sst,density_per_mm2,19,9,10,0.15735640079968158,0.3708459920372972,1.2367843125400295,0.16111507596905528,0.10340282403588016,1.5581303264323738,0.1415154679726632,True,0.5123835909355047
L1,VLMC,density_per_mm2,24,12,12,5.534382706500426,8.976162220668735,0.6976763383384534,0.3623557670099813,0.2426412745300956,1.4933805788472196,0.15175863837063017,True,0.5140211944811667
L1,Vip,density_per_mm2,24,12,12,2.1474033879209986,2.5033750693284507,0.2212812339679111,0.18519602799676338,0.12881414461776777,1.437699474279773,0.16678604778207062,True,0.5472667192849192
L2/3,Astrocyte,density_per_mm2,24,12,12,58.58403894124313,57.21357453879616,-0.0341501773186571,-0.03492832368201404,0.11452102658598926,-0.3049948531136137,0.7636859230012758,True,0.9030234455446736
L2/3,Chandelier,density_per_mm2,24,12,12,6.886021067544136,6.549333748626253,-0.0723224433221788,0.026420998719709543,0.13283191006221137,0.19890550928113102,0.8444496790833799,True,0.9459103045882268
L2/3,Endothelial,density_per_mm2,24,12,12,6.795314431587759,22.20995823696767,1.7085944663012835,0.8669389188084221,0.2794600528777493,3.1021926385581393,0.005866378662448966,True,0.12319395191142829
L2/3,L2/3 IT,density_per_mm2,24,12,12,110.98337044497701,103.4846260316457,-0.10092706906228253,-0.05394623891908468,0.1339360288166643,-0.40277615661524446,0.6916087921094869,True,0.8855966240426356
L2/3,L4 IT,density_per_mm2,24,12,12,2.967694762342689,3.479999034609335,0.22974419243341557,0.1698178818298527,0.17088260625151552,0.9937692639115318,0.3328236293759502,True,0.6966218803221391
L2/3,L5 ET,density_per_mm2,24,12,12,2.3465941181096452,1.840698155342816,-0.35031525821586684,-0.18127004190900284,0.15616998070984078,-1.1607227015401713,0.26013136985838936,True,0.6489309511139887
L2/3,L5 IT,density_per_mm2,24,12,12,8.934376544327373,7.235271567245782,-0.30431989151455124,-0.18265648623928576,0.13127785804083345,-1.3913731452144138,0.18019055851920746,True,0.5733335952883873
L2/3,L5/6 NP,density_per_mm2,18,10,8,0.0753091969618849,0.12270175066948438,0.7042578664894836,0.05561452736838526,0.038864410981810184,1.4309885564563085,0.17603109270809011,True,0.5687158379799834
L2/3,L6 CT,density_per_mm2,23,11,12,0.1751225510927855,0.22371348617561318,0.3532873531582154,0.04998104809496366,0.050133317433256774,0.9969627117037322,0.33199707300613357,True,0.6966218803221391
L2/3,L6 IT,density_per_mm2,24,12,12,2.197851508952239,2.3223135999171256,0.07946888525137805,-0.017909717520374346,0.16726046618099083,-0.10707681216788208,0.9158506030168567,True,0.9616431331676996
L2/3,L6 IT Car3,density_per_mm2,10,5,5,0.03629802129831452,0.027920967998172362,-0.378541945694733,-0.016177332874220664,0.010976630948371117,-1.473797647958758,0.20053601600368326,True,0.5911932416838778
L2/3,L6b,density_per_mm2,21,10,11,0.08189201669459979,0.15887530810432599,0.9561002014154277,0.05396280777001192,0.035748541416395156,1.5095107557385055,0.15066231499110255,True,0.5140211944811667
L2/3,Lamp5,density_per_mm2,24,12,12,6.5896635069615845,6.029440481769332,-0.12818066812151538,-0.07991222979561063,0.11604470915026098,-0.6886331171905127,0.4993771934770769,True,0.7710971369866628
L2/3,Microglia-PVM,density_per_mm2,24,12,12,25.042699011063053,21.343908622964637,-0.230565663860513,0.003446485282657785,0.1716805640188975,0.0200749881173411,0.9841928752008365,True,0.9886484140164781
L2/3,OPC,density_per_mm2,24,12,12,12.501373487920402,11.60568531791648,-0.10725489150256821,-0.07246489662511568,0.10064947120515327,-0.719972949260815,0.48030554427415834,True,0.7597202941852418
L2/3,Oligodendrocyte,density_per_mm2,24,12,12,31.459232943866386,19.446456580168032,-0.6939761949193267,-0.5356756122311055,0.12573870346717642,-4.260228533141679,0.00042303356349957406,True,0.08551780910841326
L2/3,Pax6,density_per_mm2,24,12,12,3.319829380348173,2.6877376923401255,-0.30471675116889196,-0.08866800083707954,0.10994190071431509,-0.8064987075990623,0.4299352927617137,True,0.7410713531528379
L2/3,Pvalb,density_per_mm2,24,12,12,9.270888466285077,7.346971070925549,-0.3355580107577876,-0.18336295601670233,0.11628755395547721,-1.5768063716165717,0.13134456444909334,True,0.5075267264275819
L2/3,Sncg,density_per_mm2,24,12,12,1.7761477255833904,1.9656673948841732,0.1462676495437231,0.08631486666041552,0.11276558238463742,0.7654362690736619,0.4534158636233177,True,0.7420942255573442
L2/3,Sst,density_per_mm2,24,12,12,12.503882258799095,10.727022225138485,-0.2211264527793317,-0.1193747410431682,0.14571856422604612,-0.8192143648765847,0.4228214431975681,True,0.7410713531528379
L2/3,Sst Chodl,density_per_mm2,24,12,12,0.34485784809209635,0.3141752712338594,-0.13443216880589667,-0.014804165762275083,0.0489097154564958,-0.30268353892680255,0.7654198728902472,True,0.9030234455446736
L2/3,VLMC,density_per_mm2,24,12,12,4.930094978809347,8.226439411768341,0.7386526942936685,0.5866103119988149,0.271959732426474,2.156974882880533,0.044026229405858354,True,0.26415737643515014
L2/3,Vip,density_per_mm2,24,12,12,19.196954139217016,17.020037163107745,-0.17364323855496422,-0.07543064411988332,0.14665965576918397,-0.5143244317891871,0.6129558644527828,True,0.8504309782763663
L4,Astrocyte,density_per_mm2,24,12,12,12.68814442651204,21.14659255949533,0.7369441163313731,0.47063734422606207,0.19461157199642767,2.4183420307334096,0.025800452417494648,True,0.20417979075925322
L4,Chandelier,density_per_mm2,24,12,12,1.7972799141842737,3.1075932816387972,0.7899825814378442,0.3706552282762215,0.1682366117848859,2.2031781569053246,0.0401231111806788,True,0.25532888933159237
L4,Endothelial,density_per_mm2,24,12,12,0.9226838064081067,10.357410262471761,3.4886831736658914,1.1568911328786562,0.371240416613602,3.116285515008412,0.005684868109886835,True,0.12319395191142829
L4,L2/3 IT,density_per_mm2,24,12,12,3.2556705107306576,4.245395253984527,0.3829441781280895,0.24876774295617438,0.1405584008579333,1.7698532527245494,0.0927983068124802,True,0.4146307325664009
L4,L4 IT,density_per_mm2,24,12,12,16.615323002729895,26.79017775852245,0.6891898144322063,0.569437982535262,0.24621325626322876,2.3127836054711484,0.03209969709446707,True,0.21744956096251886
L4,L5 ET,density_per_mm2,24,12,12,2.287486379035894,3.396895083731644,0.5704535071103547,0.27325578851478494,0.18571706940032542,1.4713552685120397,0.15756451745801983,True,0.5252150581933994
L4,L5 IT,density_per_mm2,24,12,12,10.381132066864904,15.100846763938085,0.540665670627983,0.37362740977622577,0.18020106394851637,2.0733918079583122,0.05197601294606629,True,0.2853360457828836
L4,L5/6 NP,density_per_mm2,21,12,9,0.10518406763443396,0.2615622331604627,1.3142380515492404,0.11693928049368985,0.07719740061143153,1.5148085242182787,0.14932529939061231,True,0.5140211944811667
L4,L6 CT,density_per_mm2,19,8,11,0.08390335049885432,0.2339037737972625,1.4791148104469516,0.12758671167247213,0.03463782608047794,3.6834503232401374,0.002456523652135518,True,0.12272731049617132
L4,L6 IT,density_per_mm2,24,12,12,0.9077337284464736,1.629009787867273,0.8436542029054077,0.30946658025004425,0.12815423313727536,2.414797956135807,0.025991783323674064,True,0.20417979075925322
L4,L6 IT Car3,density_per_mm2,13,5,8,0.045191178581322815,0.06418919195693787,0.5062892169574589,0.018078182815866733,0.019517492141641616,0.9262554166626746,0.38140661177149887,True,0.734820077724906
L4,L6b,density_per_mm2,14,7,7,0.05180820679737993,0.09211156595937373,0.8302016698139786,0.03102943866035643,0.02511050224580059,1.2357155725766378,0.2478454872668416,True,0.6489309511139887
L4,Lamp5,density_per_mm2,24,12,12,1.3344377641171412,1.8735603134146703,0.48955039923660626,0.23629059474024663,0.14077046867226467,1.6785523055291343,0.10961117884893865,True,0.4603669511655423
L4,Microglia-PVM,density_per_mm2,24,12,12,5.527581839808138,7.226339484327785,0.38661655202544004,0.38691319017679865,0.1874971305098142,2.0635685950220255,0.05299097993110695,True,0.2853360457828836
L4,OPC,density_per_mm2,24,12,12,2.861273946541953,5.177334628436133,0.8555519353946566,0.43007361294309376,0.14769084659753715,2.9119855620779247,0.008939998992996726,True,0.1564499823774427
L4,Oligodendrocyte,density_per_mm2,24,12,12,15.253582935739772,20.018602158751282,0.39219307929076525,0.18330399459226038,0.20902020746007757,0.876967814833267,0.3914579568374288,True,0.7410713531528379
L4,Pax6,density_per_mm2,22,12,10,0.13129652629355526,0.14726043723854532,0.16554114279341287,0.004800530651012946,0.04946810355001115,0.0970429490218827,0.9238272061768462,True,0.9651926034683468
L4,Pvalb,density_per_mm2,24,12,12,3.5736419728272963,4.945926216471326,0.468845613236032,0.30867472121384,0.17183209950612655,1.7963740308185807,0.08835343861208063,True,0.4123160468563763
L4,Sncg,density_per_mm2,23,12,11,0.12452425957861196,0.25515317532195453,1.0349367630689286,0.11183281104315712,0.053792600868181856,2.0789627056182343,0.05219386684112763,True,0.2853360457828836
L4,Sst,density_per_mm2,24,12,12,3.8750587094787754,6.150545111603177,0.6664961112971,0.4451133378343536,0.18406627322127503,2.418223230386488,0.02580684463789961,True,0.20417979075925322
L4,Sst Chodl,density_per_mm2,13,5,8,0.0598483857846175,0.08863486282886843,0.5665619312319068,0.016845996018097026,0.02868337019668935,0.587308810037999,0.573194534531004,True,0.8350799221465625
L4,VLMC,density_per_mm2,24,12,12,0.828375058015216,2.1398652850091104,1.3691639543192966,0.5300219040951,0.20956211963387764,2.5291875507896755,0.0204407386963658,True,0.2006762181910625
L4,Vip,density_per_mm2,24,12,12,2.2854056506223244,3.2652808561698543,0.5147568266704801,0.24917795808620202,0.15744781496167276,1.5826066442831166,0.1300148952779131,True,0.5075267264275819
L5,Astrocyte,density_per_mm2,24,12,12,35.97334235059953,44.11589693268795,0.2943704078837321,0.16801647145145893,0.14364000926082607,1.1697052396200374,0.25658428236171965,True,0.6489309511139887
L5,Chandelier,density_per_mm2,24,12,12,3.281738721050534,3.6335197118714206,0.1469073511766588,0.0814848122449357,0.14465878315704264,0.5632897669025405,0.5798251976202757,True,0.8350799221465625
L5,Endothelial,density_per_mm2,24,12,12,2.63429197577353,12.889959800144183,2.2907606015034307,1.0172621672049404,0.3175280480647283,3.2036923144426313,0.00467532611413986,True,0.12272731049617132
L5,L2/3 IT,density_per_mm2,24,12,12,1.1217841531587769,1.3868018065129692,0.3059665128771248,0.1085727351841231,0.1282426554449943,0.8466195183449862,0.40774464618477924,True,0.7410713531528379
L5,L4 IT,density_per_mm2,24,12,12,25.328747888814906,29.214067754985678,0.2058874923632017,0.10148690111238329,0.16086393269778038,0.6308866096357945,0.5356306831281019,True,0.7921298834993056
L5,L5 ET,density_per_mm2,24,12,12,6.82473427326338,6.33506286476458,-0.10741393884720088,-0.06462864412749394,0.1953311513720749,-0.3308670617744254,0.7443659132131272,True,0.9030234455446736
L5,L5 IT,density_per_mm2,24,12,12,45.84141281695639,50.54021204785419,0.1407802091480394,0.11506895967889086,0.17829497498457328,0.6453853210885334,0.5263952160936693,True,0.7900499123701241
L5,L5/6 NP,density_per_mm2,24,12,12,6.741613946335561,9.061506457292142,0.4266569005748493,0.3175683186956965,0.1743202362176368,1.8217524573522041,0.08427473857184296,True,0.41157430465318656
L5,L6 CT,density_per_mm2,24,12,12,1.4228829205047167,2.5113828608807505,0.8196650275125535,0.38676021385116655,0.14086204511267245,2.745666609779842,0.012855151036518225,True,0.16872385735430168
L5,L6 IT,density_per_mm2,24,12,12,2.565135924494375,3.37067467336213,0.3940021146630842,0.16748422604223673,0.17338483594180998,0.9659681317139316,0.3461954698775791,True,0.7095447996871785
L5,L6 IT Car3,density_per_mm2,24,12,12,1.0998609698917952,1.7513326532351143,0.6711319709600988,0.24858110966080324,0.16059861443186155,1.547840935864803,0.13815609380986751,True,0.5089961350889857
L5,L6b,density_per_mm2,23,11,12,0.20369216905886325,0.48301743443666045,1.2456847468569208,0.19568518416287364,0.06436652586658821,3.040170050011215,0.00704178333558244,True,0.13443404549748295
L5,Lamp5,density_per_mm2,24,12,12,2.8260770168678957,2.9728982963214015,0.07306932624281677,-0.04562834067705669,0.17022031036161545,-0.2680546203923844,0.7915458282678762,True,0.9183680880456022
L5,Microglia-PVM,density_per_mm2,24,12,12,16.28808804722991,17.11138249960897,0.07113906064638596,0.13684239171830503,0.2721017665084234,0.502908869259652,0.6208080809234003,True,0.8504309782763663
L5,OPC,density_per_mm2,24,12,12,8.370955058359797,10.076081832075166,0.2674706068320275,0.16597377635774313,0.14083629257215932,1.1784872586922457,0.2531515750113451,True,0.6489309511139887
L5,Oligodendrocyte,density_per_mm2,24,12,12,62.55097866057068,59.33088122295226,-0.07624924584300398,-0.1448352516419953,0.22458395534200049,-0.6449047146820331,0.5266999415800827,True,0.7900499123701241
L5,Pax6,density_per_mm2,24,12,12,0.21209538200903144,0.22469287426535434,0.08324116358611311,-0.003585219709238369,0.054369880269206215,-0.06594128387788543,0.9481134840120015,True,0.9759991747182368
L5,Pvalb,density_per_mm2,24,12,12,11.625656464899608,11.107885635286726,-0.06572795442458781,-0.03711885040531482,0.18958606258368949,-0.195788919815397,0.846854123368738,True,0.9459103045882268
L5,Sncg,density_per_mm2,23,12,11,0.16916528263452565,0.43844914314657163,1.3739759922733552,0.19866205964884298,0.05928600973465491,3.350909608151913,0.0035577638462364765,True,0.12272731049617132
L5,Sst,density_per_mm2,24,12,12,13.082871504520668,16.61951428409339,0.34519899237476787,0.23152278725242112,0.1415904018079428,1.6351587699176469,0.11847491669007726,True,0.478456394325312
L5,Sst Chodl,density_per_mm2,23,12,11,0.14975716787917612,0.1875782242158822,0.3248672995500694,0.042055707209168264,0.03547114098985243,1.1856316440793249,0.25118418137464416,True,0.6489309511139887
L5,VLMC,density_per_mm2,24,12,12,1.4721454904161293,4.057470194145748,1.462660238585265,0.6213774611345364,0.22243030398890284,2.793582753748955,0.011584435647688147,True,0.16218209906763406
L5,Vip,density_per_mm2,24,12,12,4.044061925559101,4.369312803447592,0.1116013044667275,-0.01702707134645101,0.14579307020503568,-0.11678930502324313,0.908252689515154,True,0.9616431331676996
L6,Astrocyte,density_per_mm2,24,12,12,39.33548989049159,46.944747899330196,0.25513220930375535,0.17171513518962067,0.4347107338600363,0.39501011089573823,0.6972349083791511,True,0.886649560428592
L6,Chandelier,density_per_mm2,24,12,12,1.7610544917764717,2.392953718734482,0.44235294375926226,0.18459867752841239,0.21503146057278136,0.858472881301625,0.4013320887396127,True,0.7410713531528379
L6,Endothelial,density_per_mm2,24,12,12,11.137597195063323,16.691865468765588,0.5837071762424507,0.5003483828171684,0.5058601232036452,0.9891042204481932,0.3350419519644574,True,0.6966218803221391
L6,L2/3 IT,density_per_mm2,22,11,11,1.8111296965245065,2.2794286958595817,0.3317824175266932,0.1629899892530685,0.22820202270663686,0.7142355151803316,0.4847739020039161,True,0.7597202941852418
L6,L4 IT,density_per_mm2,24,12,12,3.6171870530644825,3.60761397364984,-0.003823231180812405,0.014482622757275965,0.2801003969994267,0.05170511328231216,0.9593033990652083,True,0.9827010429448476
L6,L5 ET,density_per_mm2,23,11,12,0.5072777406316349,0.34701357570596925,-0.5477837519781589,-0.09780854139019651,0.11283430046502292,-0.8668334095846663,0.39744171012848717,True,0.7410713531528379
L6,L5 IT,density_per_mm2,24,12,12,2.2417511671329864,2.8706972730616815,0.3567750515341889,0.07967389253905231,0.25051209818029885,0.31804409095527725,0.7539206361265137,True,0.9030234455446736
L6,L5/6 NP,density_per_mm2,24,12,12,3.3317909324217063,2.8473701163368443,-0.22666784097040432,-0.08492903268332136,0.25143605944188196,-0.3377758658477235,0.7392354438948024,True,0.9030234455446736
L6,L6 CT,density_per_mm2,24,12,12,18.27275196959889,19.13558149006982,0.06656381458370259,0.04914025326192328,0.44776515109327875,0.10974559574799592,0.9137620000435206,True,0.9616431331676996
L6,L6 IT,density_per_mm2,24,12,12,41.657575138779826,40.33855725010046,-0.04641937804782587,-0.06247168470738773,0.5654835743322133,-0.1104747998757724,0.9131914326255745,True,0.9616431331676996
L6,L6 IT Car3,density_per_mm2,24,12,12,11.494602205548459,11.471086176292998,-0.0029545354862866124,-0.014013989422324125,0.45241381979290585,-0.030976041865253105,0.9756117234431007,True,0.9886484140164781
L6,L6b,density_per_mm2,24,12,12,16.79428306222835,18.04127333099841,0.1033309567281329,0.11962279734162984,0.5215032889247349,0.22938071510205607,0.8210241731447396,True,0.9370384584804093
L6,Lamp5,density_per_mm2,24,12,12,2.62041586459354,3.49747677552266,0.41651868925280355,0.17297164388592418,0.27074444986466384,0.638874200274048,0.5305318095099878,True,0.7901537588446628
L6,Microglia-PVM,density_per_mm2,24,12,12,25.890526336225395,25.175793131997015,-0.04038706525569905,0.005161682059725781,0.3580528731270068,0.014415977212099772,0.9886484140164781,True,0.9886484140164781
L6,OPC,density_per_mm2,24,12,12,9.981936008130118,12.320757388790149,0.3036993847511406,0.19334481615074944,0.34828075215946075,0.5551406873677196,0.5852757088508548,True,0.8361081555012212
L6,Oligodendrocyte,density_per_mm2,24,12,12,91.57755132006548,97.19396265310458,0.08587271197886284,0.1402552690898048,0.44942626818844866,0.3120762603733577,0.7583814501379537,True,0.9030234455446736
L6,Pax6,density_per_mm2,15,10,5,0.1744307743993155,0.20317622212257871,0.22007697845819973,0.03549541123039294,0.072540083514844,0.48932134497928237,0.6351692639128955,True,0.850950781305451
L6,Pvalb,density_per_mm2,24,12,12,5.587482464818732,5.087323123033465,-0.13529166832722664,-0.13765843242261772,0.29512229074378654,-0.4664453914195431,0.6462003828727196,True,0.8588739266029818
L6,Sncg,density_per_mm2,20,11,9,0.2571887060215479,0.42404597366769947,0.7213933948076497,0.09842822460539963,0.086586853632854,1.1367571458683032,0.27347460214072206,True,0.6608784302224214
L6,Sst,density_per_mm2,24,12,12,8.76911411493502,9.400959008008307,0.10037683192011827,0.055296133515087775,0.335683537453267,0.16472697450284096,0.8708987768072731,True,0.952545537132955
L6,Sst Chodl,density_per_mm2,22,11,11,0.37173005444879587,0.4114318738362094,0.14639822941381314,0.02223454736429209,0.10214949507407502,0.21766673783525237,0.8302799618842618,True,0.9374128601919085
L6,VLMC,density_per_mm2,24,12,12,3.72841273628951,5.713986421991339,0.6159360324763388,0.41060208804082643,0.35569404972021484,1.1543687288662874,0.26266252783185257,True,0.6489309511139887
L6,Vip,density_per_mm2,24,12,12,1.0729431891819867,1.5204700612025104,0.502943719815719,0.16345465896364575,0.16505387430069005,0.9903109494168498,0.33446714331112887,True,0.6966218803221391
